,book_name,isbn,user_id,book_rating,rating
3695,Timeline,0345417623,137336,0,
3696,Timeline,0345417623,138543,0,
3697,Timeline,0345417623,139827,0,
3698,Timeline,0345417623,140773,0,
3699,Timeline,0345417623,142041,0,
3700,Timeline,0345417623,147475,0,
3701,Timeline,0345417623,148744,0,
3702,Timeline,0345417623,149259,5,5.0
3703,Timeline,0345417623,149690,0,
3704,Timeline,0345417623,150518,0,
3705,Timeline,0345417623,151070,9,9.0
3706,Timeline,0345417623,151738,10,10.0
3707,Timeline,0345417623,152015,8,8.0
3708,Timeline,0345417623,153662,0,
3709,Timeline,0345417623,155823,8,8.0
3710,Timeline,0345417623,159038,0,
3711,Timeline,0345417623,159858,9,9.0
3712,Timeline,0345417623,160819,0,
3713,Timeline,0345417623,161385,10,10.0
3714,Timeline,0345417623,162683,0,
3715,Timeline,0345417623,163430,10,10.0
3716,Timeline,0345417623,164675,8,8.0
3717,Timeline,0345417623,164926,0,
3718,Timeline,0345417623,165253,9,9.0
3719,Timeline,0345417623,165582,0,
3720,Timeline,0345417623,165627,0,
3721,Timeline,0345417623,165770,9,9.0
3722,Timeline,0345417623,166596,0,
3723,Timeline,0345417623,167349,0,
3724,Timeline,0345417623,167800,0,
3725,Timeline,0345417623,170513,0,
3726,Timeline,0345417623,170759,0,
3727,Timeline,0345417623,172293,7,7.0
3728,Timeline,0345417623,173415,0,
3729,Timeline,0345417623,175052,0,
3730,Timeline,0345417623,176720,0,
3731,Timeline,0345417623,177090,0,
3732,Timeline,0345417623,177432,8,8.0
3733,Timeline,0345417623,179019,0,
3734,Timeline,0345417623,179791,10,10.0
3735,Timeline,0345417623,179843,10,10.0
3736,Timeline,0345417623,180320,0,
3737,Timeline,0345417623,181944,0,
3738,Timeline,0345417623,182746,4,4.0
3739,Timeline,0345417623,183071,0,
3740,Timeline,0345417623,183103,0,
3741,Timeline,0345417623,183883,0,
3742,Timeline,0345417623,185006,10,10.0
3743,Timeline,0345417623,185147,0,
3744,Timeline,0345417623,186547,8,8.0
3745,Timeline,0345417623,187256,0,
3746,Timeline,0345417623,187374,8,8.0
3747,Timeline,0345417623,189104,10,10.0
3748,Timeline,0345417623,189474,9,9.0
3749,Timeline,0345417623,190074,0,
3750,Timeline,0345417623,190808,6,6.0
3751,Timeline,0345417623,190844,0,
3752,Timeline,0345417623,190885,0,
3753,Timeline,0345417623,191049,6,6.0
3754,Timeline,0345417623,191214,0,
3755,Timeline,0345417623,191425,0,
3756,Timeline,0345417623,191752,8,8.0
3757,Timeline,0345417623,192479,10,10.0
3758,Timeline,0345417623,193156,0,
3759,Timeline,0345417623,194112,9,9.0
3760,Timeline,0345417623,194669,0,
3761,Timeline,0345417623,194738,0,
3762,Timeline,0345417623,195694,0,
3763,Timeline,0345417623,197272,10,10.0
3764,Timeline,0345417623,198711,0,
3765,Timeline,0345417623,199800,7,7.0
3766,Timeline,0345417623,200674,0,
3767,Timeline,0345417623,201290,10,10.0
3768,Timeline,0345417623,201870,9,9.0
3769,Timeline,0345417623,203401,0,
3770,Timeline,0345417623,204149,10,10.0
3771,Timeline,0345417623,204522,0,
3772,Timeline,0345417623,205849,0,
3773,Timeline,0345417623,206067,7,7.0
3774,Timeline,0345417623,206074,9,9.0
3775,Timeline,0345417623,206438,0,
3776,Timeline,0345417623,206534,0,
3777,Timeline,0345417623,206764,0,
3778,Timeline,0345417623,207259,7,7.0
3779,Timeline,0345417623,208622,0,
3780,Timeline,0345417623,209870,0,
3781,Timeline,0345417623,210035,9,9.0
3782,Timeline,0345417623,210485,0,
3783,Timeline,0345417623,211344,0,
3784,Timeline,0345417623,211919,0,
3785,Timeline,0345417623,213126,7,7.0
3786,Timeline,0345417623,214786,10,10.0
3787,Timeline,0345417623,216329,7,7.0
3788,Timeline,0345417623,216441,5,5.0
3789,Timeline,0345417623,216683,0,
3790,Timeline,0345417623,216962,8,8.0
3791,Timeline,0345417623,217375,0,
3792,Timeline,0345417623,218568,0,
3793,Timeline,0345417623,219250,0,
3794,Timeline,0345417623,219301,7,7.0
3795,Timeline,0345417623,220717,0,
3796,Timeline,0345417623,221036,8,8.0
3797,Timeline,0345417623,221900,0,
3798,Timeline,0345417623,223231,9,9.0
3799,Timeline,0345417623,224115,0,
3800,Timeline,0345417623,224349,9,9.0
3801,Timeline,0345417623,224435,0,
3802,Timeline,0345417623,224768,6,6.0
3803,Timeline,0345417623,224927,0,
3804,Timeline,0345417623,225042,10,10.0
3805,Timeline,0345417623,225595,7,7.0
3806,Timeline,0345417623,225810,0,
3807,Timeline,0345417623,225886,8,8.0
3808,Timeline,0345417623,225989,9,9.0
3809,Timeline,0345417623,226545,0,
3810,Timeline,0345417623,227305,6,6.0
3811,Timeline,0345417623,227633,9,9.0
3812,Timeline,0345417623,227925,7,7.0
3813,Timeline,0345417623,228245,9,9.0
3814,Timeline,0345417623,229102,6,6.0
3815,Timeline,0345417623,230522,0,
3816,Timeline,0345417623,231001,9,9.0
3817,Timeline,0345417623,231172,10,10.0
3818,Timeline,0345417623,231518,8,8.0
3819,Timeline,0345417623,232052,5,5.0
3820,Timeline,0345417623,232131,0,
3821,Timeline,0345417623,233205,0,
3822,Timeline,0345417623,233917,0,
3823,Timeline,0345417623,234113,8,8.0
3824,Timeline,0345417623,234755,9,9.0
3825,Timeline,0345417623,234828,0,
3826,Timeline,0345417623,234879,3,3.0
3827,Timeline,0345417623,235429,0,
3828,Timeline,0345417623,235498,10,10.0
3829,Timeline,0345417623,235812,0,
3830,Timeline,0345417623,235884,8,8.0
3831,Timeline,0345417623,235895,4,4.0
3832,Timeline,0345417623,238186,0,
3833,Timeline,0345417623,238319,0,
3834,Timeline,0345417623,240660,7,7.0
3835,Timeline,0345417623,242473,0,
3836,Timeline,0345417623,242646,0,
3837,Timeline,0345417623,243891,5,5.0
3838,Timeline,0345417623,244171,0,
3839,Timeline,0345417623,244998,6,6.0
3840,Timeline,0345417623,245592,8,8.0
3841,Timeline,0345417623,245864,0,
3842,Timeline,0345417623,245948,8,8.0
3843,Timeline,0345417623,246000,0,
3844,Timeline,0345417623,246156,0,
3845,Timeline,0345417623,246959,0,
3846,Timeline,0345417623,248468,9,9.0
3847,Timeline,0345417623,248531,0,
3848,Timeline,0345417623,249058,10,10.0
3849,Timeline,0345417623,249393,9,9.0
3850,Timeline,0345417623,250184,0,
3851,Timeline,0345417623,250459,9,9.0
3852,Timeline,0345417623,251859,0,
3853,Timeline,0345417623,252020,0,
3854,Timeline,0345417623,254144,9,9.0
3855,Timeline,0345417623,254287,0,
3856,Timeline,0345417623,254303,6,6.0
3857,Timeline,0345417623,255092,10,10.0
3858,Timeline,0345417623,255267,0,
3859,Timeline,0345417623,255489,0,
3860,Timeline,0345417623,257024,0,
3861,Timeline,0345417623,257791,0,
3862,Timeline,0345417623,258270,0,
3863,Timeline,0345417623,259285,0,
3864,Timeline,0345417623,259829,6,6.0
3865,Timeline,0345417623,260531,0,
3866,Timeline,0345417623,260897,0,
3867,Timeline,0345417623,261208,0,
3868,Timeline,0345417623,262399,0,
3869,Timeline,0345417623,262402,0,
3870,Timeline,0345417623,262940,9,9.0
3871,Timeline,0345417623,264082,0,
3872,Timeline,0345417623,265313,0,
3873,Timeline,0345417623,266056,0,
3874,Timeline,0345417623,266678,8,8.0
3875,Timeline,0345417623,266819,5,5.0
3876,Timeline,0345417623,267635,9,9.0
3877,Timeline,0345417623,270838,10,10.0
3878,Timeline,0345417623,271284,0,
3879,Timeline,0345417623,271752,7,7.0
3880,Timeline,0345417623,272385,9,9.0
3881,Timeline,0345417623,273939,0,
3882,Timeline,0345417623,274549,0,
3883,Timeline,0345417623,275175,7,7.0
3884,Timeline,0345417623,275210,0,
3956,To Kill a Mockingbird,0446310786,276953,10,10.0
3957,To Kill a Mockingbird,0446310786,277743,9,9.0
3958,To Kill a Mockingbird,0446310786,278418,0,
3959,To Kill a Mockingbird,0446310786,26,10,10.0
3960,To Kill a Mockingbird,0446310786,1032,10,10.0
3961,To Kill a Mockingbird,0446310786,2766,10,10.0
3962,To Kill a Mockingbird,0446310786,3542,10,10.0
3963,To Kill a Mockingbird,0446310786,4017,10,10.0
3964,To Kill a Mockingbird,0446310786,4225,10,10.0
3965,To Kill a Mockingbird,0446310786,4794,0,
3966,To Kill a Mockingbird,0446310786,7346,0,
3967,To Kill a Mockingbird,0446310786,7409,8,8.0
3968,To Kill a Mockingbird,0446310786,7841,5,5.0
3969,To Kill a Mockingbird,0446310786,8115,8,8.0
3970,To Kill a Mockingbird,0446310786,8253,10,10.0
3971,To Kill a Mockingbird,0446310786,8362,0,
3972,To Kill a Mockingbird,0446310786,9094,0,
3973,To Kill a Mockingbird,0446310786,9381,0,
3974,To Kill a Mockingbird,0446310786,9417,7,7.0
3975,To Kill a Mockingbird,0446310786,10118,0,
3976,To Kill a Mockingbird,0446310786,10314,9,9.0
3977,To Kill a Mockingbird,0446310786,11601,10,10.0
3978,To Kill a Mockingbird,0446310786,11676,0,
3979,To Kill a Mockingbird,0446310786,12538,0,
3980,To Kill a Mockingbird,0446310786,13850,9,9.0
3981,To Kill a Mockingbird,0446310786,15720,10,10.0
3982,To Kill a Mockingbird,0446310786,15775,8,8.0
3983,To Kill a Mockingbird,0446310786,16634,0,
3984,To Kill a Mockingbird,0446310786,17950,8,8.0
3985,To Kill a Mockingbird,0446310786,19336,7,7.0
3986,To Kill a Mockingbird,0446310786,20005,0,
3987,To Kill a Mockingbird,0446310786,21014,0,
3988,To Kill a Mockingbird,0446310786,21402,10,10.0
3989,To Kill a Mockingbird,0446310786,21576,8,8.0
3990,To Kill a Mockingbird,0446310786,22365,10,10.0
3991,To Kill a Mockingbird,0446310786,23768,0,
3992,To Kill a Mockingbird,0446310786,23902,7,7.0
3993,To Kill a Mockingbird,0446310786,24194,8,8.0
3994,To Kill a Mockingbird,0446310786,24432,0,
3995,To Kill a Mockingbird,0446310786,24518,0,
3996,To Kill a Mockingbird,0446310786,26084,5,5.0
3997,To Kill a Mockingbird,0446310786,26544,0,
3998,To Kill a Mockingbird,0446310786,27472,10,10.0
3999,To Kill a Mockingbird,0446310786,27617,0,
4000,To Kill a Mockingbird,0446310786,28204,0,
4001,To Kill a Mockingbird,0446310786,28372,0,
4002,To Kill a Mockingbird,0446310786,28477,10,10.0
4003,To Kill a Mockingbird,0446310786,29981,7,7.0
4004,To Kill a Mockingbird,0446310786,30489,10,10.0
4005,To Kill a Mockingbird,0446310786,30533,0,
4006,To Kill a Mockingbird,0446310786,31556,10,10.0
4007,To Kill a Mockingbird,0446310786,32089,7,7.0
4008,To Kill a Mockingbird,0446310786,32528,0,
4009,To Kill a Mockingbird,0446310786,33088,0,
4010,To Kill a Mockingbird,0446310786,34193,10,10.0
4011,To Kill a Mockingbird,0446310786,35050,0,
4012,To Kill a Mockingbird,0446310786,35718,10,10.0
4013,To Kill a Mockingbird,0446310786,35859,0,
4014,To Kill a Mockingbird,0446310786,35918,0,
4015,To Kill a Mockingbird,0446310786,36003,10,10.0
4016,To Kill a Mockingbird,0446310786,36938,10,10.0
4017,To Kill a Mockingbird,0446310786,37400,10,10.0
4018,To Kill a Mockingbird,0446310786,37538,0,
4019,To Kill a Mockingbird,0446310786,37712,10,10.0
4020,To Kill a Mockingbird,0446310786,37950,9,9.0
4021,To Kill a Mockingbird,0446310786,38464,9,9.0
4022,To Kill a Mockingbird,0446310786,39385,10,10.0
4023,To Kill a Mockingbird,0446310786,39646,0,
4024,To Kill a Mockingbird,0446310786,40330,9,9.0
4025,To Kill a Mockingbird,0446310786,40796,8,8.0
4026,To Kill a Mockingbird,0446310786,41084,0,
4027,To Kill a Mockingbird,0446310786,41385,0,
4028,To Kill a Mockingbird,0446310786,41738,5,5.0
4029,To Kill a Mockingbird,0446310786,42323,10,10.0
4030,To Kill a Mockingbird,0446310786,42601,0,
4031,To Kill a Mockingbird,0446310786,43113,10,10.0
4032,To Kill a Mockingbird,0446310786,43246,0,
4033,To Kill a Mockingbird,0446310786,43842,0,
4034,To Kill a Mockingbird,0446310786,44089,0,
4035,To Kill a Mockingbird,0446310786,45340,10,10.0
4036,To Kill a Mockingbird,0446310786,46443,9,9.0
4037,To Kill a Mockingbird,0446310786,46887,8,8.0
4038,To Kill a Mockingbird,0446310786,47971,10,10.0
4039,To Kill a Mockingbird,0446310786,48268,8,8.0
4040,To Kill a Mockingbird,0446310786,48525,0,
4041,To Kill a Mockingbird,0446310786,48653,8,8.0
4042,To Kill a Mockingbird,0446310786,49204,9,9.0
4043,To Kill a Mockingbird,0446310786,50225,0,
4044,To Kill a Mockingbird,0446310786,51350,0,
4045,To Kill a Mockingbird,0446310786,53117,10,10.0
4046,To Kill a Mockingbird,0446310786,53729,8,8.0
4047,To Kill a Mockingbird,0446310786,55006,0,
4048,To Kill a Mockingbird,0446310786,55187,10,10.0
4049,To Kill a Mockingbird,0446310786,55492,0,
4050,To Kill a Mockingbird,0446310786,55548,10,10.0
4051,To Kill a Mockingbird,0446310786,55607,0,
4052,To Kill a Mockingbird,0446310786,56804,10,10.0
4053,To Kill a Mockingbird,0446310786,57398,8,8.0
4054,To Kill a Mockingbird,0446310786,59038,10,10.0
4055,To Kill a Mockingbird,0446310786,59150,0,
4056,To Kill a Mockingbird,0446310786,59172,10,10.0
4057,To Kill a Mockingbird,0446310786,60244,0,
4058,To Kill a Mockingbird,0446310786,60277,0,
4059,To Kill a Mockingbird,0446310786,60569,0,
4060,To Kill a Mockingbird,0446310786,61147,0,
4061,To Kill a Mockingbird,0446310786,61888,9,9.0
4062,To Kill a Mockingbird,0446310786,62558,0,
4063,To Kill a Mockingbird,0446310786,63545,10,10.0
4064,To Kill a Mockingbird,0446310786,63625,10,10.0
4065,To Kill a Mockingbird,0446310786,65401,0,
4066,To Kill a Mockingbird,0446310786,66942,10,10.0
4067,To Kill a Mockingbird,0446310786,68861,10,10.0
4068,To Kill a Mockingbird,0446310786,70585,0,
4069,To Kill a Mockingbird,0446310786,70882,0,
4070,To Kill a Mockingbird,0446310786,71568,0,
4071,To Kill a Mockingbird,0446310786,72886,8,8.0
4072,To Kill a Mockingbird,0446310786,72949,0,
4073,To Kill a Mockingbird,0446310786,73331,0,
4074,To Kill a Mockingbird,0446310786,73486,10,10.0
4075,To Kill a Mockingbird,0446310786,75064,0,
4076,To Kill a Mockingbird,0446310786,75429,10,10.0
4077,To Kill a Mockingbird,0446310786,76505,7,7.0
4078,To Kill a Mockingbird,0446310786,76626,10,10.0
4079,To Kill a Mockingbird,0446310786,79186,0,
4080,To Kill a Mockingbird,0446310786,80538,0,
4081,To Kill a Mockingbird,0446310786,80684,10,10.0
4082,To Kill a Mockingbird,0446310786,81138,7,7.0
4083,To Kill a Mockingbird,0446310786,83252,0,
4084,To Kill a Mockingbird,0446310786,85433,10,10.0
4085,To Kill a Mockingbird,0446310786,85534,0,
4086,To Kill a Mockingbird,0446310786,86680,0,
4087,To Kill a Mockingbird,0446310786,87216,9,9.0
4088,To Kill a Mockingbird,0446310786,87555,0,
4089,To Kill a Mockingbird,0446310786,87911,5,5.0
4090,To Kill a Mockingbird,0446310786,87929,0,
4091,To Kill a Mockingbird,0446310786,88122,0,
4092,To Kill a Mockingbird,0446310786,89602,9,9.0
4093,To Kill a Mockingbird,0446310786,89874,9,9.0
4094,To Kill a Mockingbird,0446310786,90046,9,9.0
4095,To Kill a Mockingbird,0446310786,91832,0,
4096,To Kill a Mockingbird,0446310786,92946,0,
4097,To Kill a Mockingbird,0446310786,93426,0,
4098,To Kill a Mockingbird,0446310786,93631,9,9.0
4099,To Kill a Mockingbird,0446310786,94944,0,
4100,To Kill a Mockingbird,0446310786,95359,10,10.0
4101,To Kill a Mockingbird,0446310786,97848,0,
4102,To Kill a Mockingbird,0446310786,98440,10,10.0
4103,To Kill a Mockingbird,0446310786,98468,9,9.0
4104,To Kill a Mockingbird,0446310786,98484,10,10.0
4105,To Kill a Mockingbird,0446310786,98741,0,
4106,To Kill a Mockingbird,0446310786,99252,9,9.0
4107,To Kill a Mockingbird,0446310786,100459,9,9.0
4108,To Kill a Mockingbird,0446310786,100906,0,
4109,To Kill a Mockingbird,0446310786,101126,10,10.0
4110,To Kill a Mockingbird,0446310786,102647,4,4.0
4111,To Kill a Mockingbird,0446310786,104636,0,
4112,To Kill a Mockingbird,0446310786,104657,9,9.0
4113,To Kill a Mockingbird,0446310786,104948,10,10.0
4114,To Kill a Mockingbird,0446310786,105374,0,
4115,To Kill a Mockingbird,0446310786,105536,9,9.0
4116,To Kill a Mockingbird,0446310786,105979,10,10.0
4117,To Kill a Mockingbird,0446310786,106583,0,
4118,To Kill a Mockingbird,0446310786,108827,10,10.0
4119,To Kill a Mockingbird,0446310786,110029,0,
4120,To Kill a Mockingbird,0446310786,110123,0,
4121,To Kill a Mockingbird,0446310786,110934,10,10.0
4122,To Kill a Mockingbird,0446310786,111245,0,
4123,To Kill a Mockingbird,0446310786,112026,0,
4124,To Kill a Mockingbird,0446310786,112570,6,6.0
4125,To Kill a Mockingbird,0446310786,113519,10,10.0
4126,To Kill a Mockingbird,0446310786,113680,0,
4127,To Kill a Mockingbird,0446310786,114258,9,9.0
4128,To Kill a Mockingbird,0446310786,114414,10,10.0
4129,To Kill a Mockingbird,0446310786,114452,0,
4130,To Kill a Mockingbird,0446310786,114868,0,
4131,To Kill a Mockingbird,0446310786,114893,0,
4132,To Kill a Mockingbird,0446310786,115003,10,10.0
4133,To Kill a Mockingbird,0446310786,115252,7,7.0
4134,To Kill a Mockingbird,0446310786,115490,0,
4135,To Kill a Mockingbird,0446310786,115700,10,10.0
4136,To Kill a Mockingbird,0446310786,117577,10,10.0
4137,To Kill a Mockingbird,0446310786,117594,0,
4138,To Kill a Mockingbird,0446310786,117781,9,9.0
4139,To Kill a Mockingbird,0446310786,118164,0,
4140,To Kill a Mockingbird,0446310786,119341,8,8.0
4141,To Kill a Mockingbird,0446310786,120080,0,
4142,To Kill a Mockingbird,0446310786,120935,8,8.0
4143,To Kill a Mockingbird,0446310786,122037,0,
4144,To Kill a Mockingbird,0446310786,123883,5,5.0
4145,To Kill a Mockingbird,0446310786,123981,0,
4146,To Kill a Mockingbird,0446310786,125736,10,10.0
4147,To Kill a Mockingbird,0446310786,125892,9,9.0
4148,To Kill a Mockingbird,0446310786,126377,0,
4149,To Kill a Mockingbird,0446310786,126840,0,
4150,To Kill a Mockingbird,0446310786,128325,9,9.0
4151,To Kill a Mockingbird,0446310786,128331,0,
4152,To Kill a Mockingbird,0446310786,128622,10,10.0
4153,To Kill a Mockingbird,0446310786,129074,10,10.0
4154,To Kill a Mockingbird,0446310786,129641,10,10.0
4155,To Kill a Mockingbird,0446310786,129790,0,
4156,To Kill a Mockingbird,0446310786,130837,10,10.0
4157,To Kill a Mockingbird,0446310786,131655,9,9.0
4158,To Kill a Mockingbird,0446310786,131837,0,
