,Book-Title,Year-Of-Publication,isbn,user_id,book_rating
100,Beloved (Plume Contemporary Fiction),1994,0452264464,58363,5
101,Beloved (Plume Contemporary Fiction),1994,0452264464,63956,9
102,Beloved (Plume Contemporary Fiction),1994,0452264464,64763,10
104,Beloved (Plume Contemporary Fiction),1994,0452264464,80683,10
107,Beloved (Plume Contemporary Fiction),1994,0452264464,86243,9
108,Beloved (Plume Contemporary Fiction),1994,0452264464,92810,7
110,Beloved (Plume Contemporary Fiction),1994,0452264464,95932,10
111,Beloved (Plume Contemporary Fiction),1994,0452264464,99946,8
112,Beloved (Plume Contemporary Fiction),1994,0452264464,100459,7
115,Beloved (Plume Contemporary Fiction),1994,0452264464,102359,10
116,Beloved (Plume Contemporary Fiction),1994,0452264464,102430,7
118,Beloved (Plume Contemporary Fiction),1994,0452264464,105214,10
119,Beloved (Plume Contemporary Fiction),1994,0452264464,105517,1
120,Beloved (Plume Contemporary Fiction),1994,0452264464,107258,6
122,Beloved (Plume Contemporary Fiction),1994,0452264464,119858,10
123,Beloved (Plume Contemporary Fiction),1994,0452264464,120807,9
124,Beloved (Plume Contemporary Fiction),1994,0452264464,124298,10
125,Beloved (Plume Contemporary Fiction),1994,0452264464,129716,10
127,Beloved (Plume Contemporary Fiction),1994,0452264464,132930,9
129,Beloved (Plume Contemporary Fiction),1994,0452264464,146932,10
130,Beloved (Plume Contemporary Fiction),1994,0452264464,148744,9
132,Beloved (Plume Contemporary Fiction),1994,0452264464,157799,5
133,Beloved (Plume Contemporary Fiction),1994,0452264464,159732,7
134,Beloved (Plume Contemporary Fiction),1994,0452264464,165319,5
135,Beloved (Plume Contemporary Fiction),1994,0452264464,171295,8
136,Beloved (Plume Contemporary Fiction),1994,0452264464,174326,9
138,Beloved (Plume Contemporary Fiction),1994,0452264464,178667,5
139,Beloved (Plume Contemporary Fiction),1994,0452264464,202182,7
140,Beloved (Plume Contemporary Fiction),1994,0452264464,204909,8
141,Beloved (Plume Contemporary Fiction),1994,0452264464,215388,5
143,Beloved (Plume Contemporary Fiction),1994,0452264464,221232,10
144,Beloved (Plume Contemporary Fiction),1994,0452264464,224138,9
147,Beloved (Plume Contemporary Fiction),1994,0452264464,240401,8
148,Beloved (Plume Contemporary Fiction),1994,0452264464,241214,9
149,Beloved (Plume Contemporary Fiction),1994,0452264464,250764,8
151,Beloved (Plume Contemporary Fiction),1994,0452264464,252627,8
152,Beloved (Plume Contemporary Fiction),1994,0452264464,254160,9
153,Beloved (Plume Contemporary Fiction),1994,0452264464,258109,10
154,Beloved (Plume Contemporary Fiction),1994,0452264464,264543,8
155,Beloved (Plume Contemporary Fiction),1994,0452264464,266283,10
156,Beloved (Plume Contemporary Fiction),1994,0452264464,269799,10
157,Beloved (Plume Contemporary Fiction),1994,0452264464,271135,10
158,Beloved (Plume Contemporary Fiction),1994,0452264464,271144,5
185,Wild Animus,2004,0971880107,277042,2
188,Wild Animus,2004,0971880107,1435,5
190,Wild Animus,2004,0971880107,1733,1
192,Wild Animus,2004,0971880107,2766,6
199,Wild Animus,2004,0971880107,7105,6
206,Wild Animus,2004,0971880107,11224,1
208,Wild Animus,2004,0971880107,11676,6
210,Wild Animus,2004,0971880107,11993,2
219,Wild Animus,2004,0971880107,16263,5
221,Wild Animus,2004,0971880107,20147,2
223,Wild Animus,2004,0971880107,21031,5
224,Wild Animus,2004,0971880107,21404,3
225,Wild Animus,2004,0971880107,22012,3
231,Wild Animus,2004,0971880107,25583,2
233,Wild Animus,2004,0971880107,26371,5
245,Wild Animus,2004,0971880107,29702,5
246,Wild Animus,2004,0971880107,30972,1
247,Wild Animus,2004,0971880107,31826,1
248,Wild Animus,2004,0971880107,32329,6
262,Wild Animus,2004,0971880107,37293,3
264,Wild Animus,2004,0971880107,37538,7
267,Wild Animus,2004,0971880107,37950,3
268,Wild Animus,2004,0971880107,38023,9
269,Wild Animus,2004,0971880107,40299,4
276,Wild Animus,2004,0971880107,41757,5
279,Wild Animus,2004,0971880107,42651,7
281,Wild Animus,2004,0971880107,44297,3
286,Wild Animus,2004,0971880107,46398,4
291,Wild Animus,2004,0971880107,50165,7
294,Wild Animus,2004,0971880107,51803,1
296,Wild Animus,2004,0971880107,52425,5
298,Wild Animus,2004,0971880107,52635,5
300,Wild Animus,2004,0971880107,53042,1
303,Wild Animus,2004,0971880107,54453,1
305,Wild Animus,2004,0971880107,55187,6
307,Wild Animus,2004,0971880107,56399,5
313,Wild Animus,2004,0971880107,59559,3
315,Wild Animus,2004,0971880107,60050,2
318,Wild Animus,2004,0971880107,61028,7
325,Wild Animus,2004,0971880107,65258,6
326,Wild Animus,2004,0971880107,65370,6
331,Wild Animus,2004,0971880107,67415,3
338,Wild Animus,2004,0971880107,69378,5
341,Wild Animus,2004,0971880107,70222,5
342,Wild Animus,2004,0971880107,70649,8
346,Wild Animus,2004,0971880107,72347,1
354,Wild Animus,2004,0971880107,75842,1
357,Wild Animus,2004,0971880107,77480,2
360,Wild Animus,2004,0971880107,79821,1
361,Wild Animus,2004,0971880107,80555,6
367,Wild Animus,2004,0971880107,82831,7
373,Wild Animus,2004,0971880107,86243,6
377,Wild Animus,2004,0971880107,88693,4
378,Wild Animus,2004,0971880107,89507,5
385,Wild Animus,2004,0971880107,91553,2
386,Wild Animus,2004,0971880107,91634,10
387,Wild Animus,2004,0971880107,92405,6
390,Wild Animus,2004,0971880107,93047,6
391,Wild Animus,2004,0971880107,93257,3
393,Wild Animus,2004,0971880107,94853,6
394,Wild Animus,2004,0971880107,95025,8
395,Wild Animus,2004,0971880107,98628,1
397,Wild Animus,2004,0971880107,99026,2
398,Wild Animus,2004,0971880107,99946,3
405,Wild Animus,2004,0971880107,102275,4
406,Wild Animus,2004,0971880107,104243,6
410,Wild Animus,2004,0971880107,107258,4
424,Wild Animus,2004,0971880107,114988,1
429,Wild Animus,2004,0971880107,118654,1
439,Wild Animus,2004,0971880107,124078,9
440,Wild Animus,2004,0971880107,124079,6
444,Wild Animus,2004,0971880107,126693,1
450,Wild Animus,2004,0971880107,128332,4
452,Wild Animus,2004,0971880107,129538,2
453,Wild Animus,2004,0971880107,129851,1
461,Wild Animus,2004,0971880107,132375,5
468,Wild Animus,2004,0971880107,136139,2
469,Wild Animus,2004,0971880107,136237,2
470,Wild Animus,2004,0971880107,136747,7
471,Wild Animus,2004,0971880107,138844,6
476,Wild Animus,2004,0971880107,140423,3
480,Wild Animus,2004,0971880107,141819,7
482,Wild Animus,2004,0971880107,142479,4
483,Wild Animus,2004,0971880107,142600,1
490,Wild Animus,2004,0971880107,148712,2
492,Wild Animus,2004,0971880107,148804,1
495,Wild Animus,2004,0971880107,152016,4
501,Wild Animus,2004,0971880107,157602,2
505,Wild Animus,2004,0971880107,159720,2
507,Wild Animus,2004,0971880107,160431,5
509,Wild Animus,2004,0971880107,160681,6
513,Wild Animus,2004,0971880107,162311,5
518,Wild Animus,2004,0971880107,164775,5
523,Wild Animus,2004,0971880107,167800,3
524,Wild Animus,2004,0971880107,168047,1
531,Wild Animus,2004,0971880107,172760,1
533,Wild Animus,2004,0971880107,173190,2
538,Wild Animus,2004,0971880107,175254,3
545,Wild Animus,2004,0971880107,179791,2
557,Wild Animus,2004,0971880107,184424,7
559,Wild Animus,2004,0971880107,185123,3
561,Wild Animus,2004,0971880107,187145,6
562,Wild Animus,2004,0971880107,187256,7
567,Wild Animus,2004,0971880107,190885,5
571,Wild Animus,2004,0971880107,193738,2
574,Wild Animus,2004,0971880107,194636,1
576,Wild Animus,2004,0971880107,194799,2
577,Wild Animus,2004,0971880107,196052,6
584,Wild Animus,2004,0971880107,199178,3
588,Wild Animus,2004,0971880107,201969,5
598,Wild Animus,2004,0971880107,207391,5
601,Wild Animus,2004,0971880107,208668,3
603,Wild Animus,2004,0971880107,209486,6
606,Wild Animus,2004,0971880107,210317,6
608,Wild Animus,2004,0971880107,210923,3
612,Wild Animus,2004,0971880107,215298,3
621,Wild Animus,2004,0971880107,219949,3
622,Wild Animus,2004,0971880107,220688,3
626,Wild Animus,2004,0971880107,221903,2
633,Wild Animus,2004,0971880107,223438,1
634,Wild Animus,2004,0971880107,223566,3
635,Wild Animus,2004,0971880107,223608,2
639,Wild Animus,2004,0971880107,224809,3
646,Wild Animus,2004,0971880107,229329,2
650,Wild Animus,2004,0971880107,230013,6
658,Wild Animus,2004,0971880107,233857,2
663,Wild Animus,2004,0971880107,235506,4
669,Wild Animus,2004,0971880107,237064,8
670,Wild Animus,2004,0971880107,237264,2
671,Wild Animus,2004,0971880107,237271,5
679,Wild Animus,2004,0971880107,240224,5
684,Wild Animus,2004,0971880107,241432,6
687,Wild Animus,2004,0971880107,242639,8
690,Wild Animus,2004,0971880107,243491,1
692,Wild Animus,2004,0971880107,244484,3
698,Wild Animus,2004,0971880107,246230,6
708,Wild Animus,2004,0971880107,249862,1
709,Wild Animus,2004,0971880107,249989,4
711,Wild Animus,2004,0971880107,251422,1
715,Wild Animus,2004,0971880107,257028,3
722,Wild Animus,2004,0971880107,258938,1
724,Wild Animus,2004,0971880107,259118,3
727,Wild Animus,2004,0971880107,260897,2
728,Wild Animus,2004,0971880107,261015,5
741,Wild Animus,2004,0971880107,265904,4
757,Wild Animus,2004,0971880107,270658,5
759,Wild Animus,2004,0971880107,271448,2
760,Wild Animus,2004,0971880107,271622,5
761,Wild Animus,2004,0971880107,271792,4
764,Wild Animus,2004,0971880107,275401,1
840,Pigs in Heaven,1993,006109868X,16106,10
841,Pigs in Heaven,1993,006109868X,24433,9
842,Pigs in Heaven,1993,006109868X,47793,8
843,Pigs in Heaven,1993,006109868X,55187,8
844,Pigs in Heaven,1993,006109868X,56959,10
845,Pigs in Heaven,1993,006109868X,59436,7
846,Pigs in Heaven,1993,006109868X,72214,9
847,Pigs in Heaven,1993,006109868X,73363,8
848,Pigs in Heaven,1993,006109868X,81458,8
849,Pigs in Heaven,1993,006109868X,97409,9
850,Pigs in Heaven,1993,006109868X,97721,9
851,Pigs in Heaven,1993,006109868X,104939,10
852,Pigs in Heaven,1993,006109868X,147492,8
853,Pigs in Heaven,1993,006109868X,148121,8
854,Pigs in Heaven,1993,006109868X,170513,10
855,Pigs in Heaven,1993,006109868X,173357,7
856,Pigs in Heaven,1993,006109868X,189688,7
857,Pigs in Heaven,1993,006109868X,207835,8
858,Pigs in Heaven,1993,006109868X,218568,10
859,Pigs in Heaven,1993,006109868X,237693,8
860,Pigs in Heaven,1993,006109868X,254299,8
861,Pigs in Heaven,1993,006109868X,259118,6
862,Pigs in Heaven,1993,006109868X,264996,6
863,Pigs in Heaven,1993,006109868X,266056,5
864,Pigs in Heaven,1993,006109868X,271144,6
865,Pigs in Heaven,1994,006109868X,16106,10
866,Pigs in Heaven,1994,006109868X,24433,9
867,Pigs in Heaven,1994,006109868X,47793,8
868,Pigs in Heaven,1994,006109868X,55187,8
869,Pigs in Heaven,1994,006109868X,56959,10
870,Pigs in Heaven,1994,006109868X,59436,7
871,Pigs in Heaven,1994,006109868X,72214,9
872,Pigs in Heaven,1994,006109868X,73363,8
873,Pigs in Heaven,1994,006109868X,81458,8
874,Pigs in Heaven,1994,006109868X,97409,9
875,Pigs in Heaven,1994,006109868X,97721,9
876,Pigs in Heaven,1994,006109868X,104939,10
877,Pigs in Heaven,1994,006109868X,147492,8
878,Pigs in Heaven,1994,006109868X,148121,8
879,Pigs in Heaven,1994,006109868X,170513,10
880,Pigs in Heaven,1994,006109868X,173357,7
881,Pigs in Heaven,1994,006109868X,189688,7
882,Pigs in Heaven,1994,006109868X,207835,8
883,Pigs in Heaven,1994,006109868X,218568,10
884,Pigs in Heaven,1994,006109868X,237693,8
885,Pigs in Heaven,1994,006109868X,254299,8
886,Pigs in Heaven,1994,006109868X,259118,6
887,Pigs in Heaven,1994,006109868X,264996,6
888,Pigs in Heaven,1994,006109868X,266056,5
889,Pigs in Heaven,1994,006109868X,271144,6
890,Pigs in Heaven,1999,006109868X,16106,10
891,Pigs in Heaven,1999,006109868X,24433,9
892,Pigs in Heaven,1999,006109868X,47793,8
893,Pigs in Heaven,1999,006109868X,55187,8
894,Pigs in Heaven,1999,006109868X,56959,10
895,Pigs in Heaven,1999,006109868X,59436,7
896,Pigs in Heaven,1999,006109868X,72214,9
897,Pigs in Heaven,1999,006109868X,73363,8
898,Pigs in Heaven,1999,006109868X,81458,8
899,Pigs in Heaven,1999,006109868X,97409,9
900,Pigs in Heaven,1999,006109868X,97721,9
901,Pigs in Heaven,1999,006109868X,104939,10
902,Pigs in Heaven,1999,006109868X,147492,8
903,Pigs in Heaven,1999,006109868X,148121,8
904,Pigs in Heaven,1999,006109868X,170513,10
905,Pigs in Heaven,1999,006109868X,173357,7
906,Pigs in Heaven,1999,006109868X,189688,7
907,Pigs in Heaven,1999,006109868X,207835,8
908,Pigs in Heaven,1999,006109868X,218568,10
909,Pigs in Heaven,1999,006109868X,237693,8
910,Pigs in Heaven,1999,006109868X,254299,8
911,Pigs in Heaven,1999,006109868X,259118,6
912,Pigs in Heaven,1999,006109868X,264996,6
913,Pigs in Heaven,1999,006109868X,266056,5
914,Pigs in Heaven,1999,006109868X,271144,6
1003,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,11676,9
1004,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,33179,7
1006,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,35859,10
1007,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,36978,1
1010,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,60244,5
1011,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,66945,10
1012,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,67627,10
1014,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,68984,10
1015,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,87949,10
1016,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,106388,7
1019,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,121490,9
1023,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,136382,5
1024,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,140036,6
1025,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,141493,10
1030,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,174151,10
1031,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,177458,4
1032,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,183046,5
1033,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,222372,1
1037,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,238419,3
1038,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,242299,5
1039,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,246230,7
1040,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,248615,7
1042,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,251003,10
1044,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,253005,8
1045,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),2000,0842342702,253714,10
1167,Seabiscuit,2003,0345465083,10447,10
1170,Seabiscuit,2003,0345465083,11676,7
1172,Seabiscuit,2003,0345465083,16106,10
1174,Seabiscuit,2003,0345465083,22818,10
1177,Seabiscuit,2003,0345465083,44893,8
1179,Seabiscuit,2003,0345465083,51883,10
1180,Seabiscuit,2003,0345465083,55734,9
1181,Seabiscuit,2003,0345465083,60244,9
1182,Seabiscuit,2003,0345465083,62464,9
1183,Seabiscuit,2003,0345465083,69971,8
1185,Seabiscuit,2003,0345465083,81771,10
1189,Seabiscuit,2003,0345465083,94923,9
1191,Seabiscuit,2003,0345465083,115003,10
1195,Seabiscuit,2003,0345465083,130658,4
1196,Seabiscuit,2003,0345465083,135351,10
1199,Seabiscuit,2003,0345465083,153662,10
1202,Seabiscuit,2003,0345465083,178458,8
1203,Seabiscuit,2003,0345465083,183277,8
1205,Seabiscuit,2003,0345465083,187145,7
1206,Seabiscuit,2003,0345465083,190844,10
1208,Seabiscuit,2003,0345465083,193499,10
1214,Seabiscuit,2003,0345465083,215421,9
1215,Seabiscuit,2003,0345465083,218636,8
1218,Seabiscuit,2003,0345465083,225939,10
1221,Seabiscuit,2003,0345465083,240567,10
1223,Seabiscuit,2003,0345465083,254160,8
1225,Seabiscuit,2003,0345465083,259316,2
1227,Seabiscuit,2003,0345465083,270801,9
1230,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,7346,9
1232,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,10819,7
1233,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,11676,10
1234,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,13850,9
1235,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,29259,10
1236,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,35859,8
1237,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,39281,10
1238,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,53392,9
1239,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,53575,6
1240,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,57398,9
1244,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,105517,6
1246,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,113519,9
1247,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,118654,5
1249,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,128406,4
1250,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,129389,8
1253,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,150979,10
1254,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,170513,7
1255,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,171118,6
1256,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,174615,6
1258,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,190885,7
1259,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,206891,7
1261,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,220688,9
1262,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,225087,10
1265,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,252222,9
1266,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,256402,9
1267,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),1991,1558531025,257028,9
1344,Pretend You Don't See Her,1998,0684810395,8323,7
1345,Pretend You Don't See Her,1998,0684810395,31315,10
1346,Pretend You Don't See Her,1998,0684810395,39773,8
1347,Pretend You Don't See Her,1998,0684810395,60253,8
1348,Pretend You Don't See Her,1998,0684810395,70052,5
1349,Pretend You Don't See Her,1998,0684810395,78973,8
1350,Pretend You Don't See Her,1998,0684810395,81597,8
1352,Pretend You Don't See Her,1998,0684810395,123867,8
1353,Pretend You Don't See Her,1998,0684810395,131528,9
1354,Pretend You Don't See Her,1998,0684810395,143175,6
1355,Pretend You Don't See Her,1998,0684810395,144280,8
1356,Pretend You Don't See Her,1998,0684810395,144967,7
1357,Pretend You Don't See Her,1998,0684810395,178522,8
1358,Pretend You Don't See Her,1998,0684810395,183131,6
1359,Pretend You Don't See Her,1998,0684810395,189080,7
1360,Pretend You Don't See Her,1998,0684810395,199030,8
1361,Pretend You Don't See Her,1998,0684810395,203799,8
1362,Pretend You Don't See Her,1998,0684810395,210500,5
1363,Pretend You Don't See Her,1998,0684810395,211288,10
1364,Pretend You Don't See Her,1998,0684810395,235384,8
1365,Pretend You Don't See Her,1998,0684810395,238773,9
1366,Pretend You Don't See Her,1998,0684810395,245814,9
1367,Pretend You Don't See Her,1998,0684810395,249989,7
1368,Pretend You Don't See Her,1998,0684810395,260944,8
1369,Pretend You Don't See Her,1997,0684810395,8323,7
1370,Pretend You Don't See Her,1997,0684810395,31315,10
1371,Pretend You Don't See Her,1997,0684810395,39773,8
1372,Pretend You Don't See Her,1997,0684810395,60253,8
1373,Pretend You Don't See Her,1997,0684810395,70052,5
1374,Pretend You Don't See Her,1997,0684810395,78973,8
1375,Pretend You Don't See Her,1997,0684810395,81597,8
1377,Pretend You Don't See Her,1997,0684810395,123867,8
1378,Pretend You Don't See Her,1997,0684810395,131528,9
1379,Pretend You Don't See Her,1997,0684810395,143175,6
1380,Pretend You Don't See Her,1997,0684810395,144280,8
1381,Pretend You Don't See Her,1997,0684810395,144967,7
1382,Pretend You Don't See Her,1997,0684810395,178522,8
1383,Pretend You Don't See Her,1997,0684810395,183131,6
1384,Pretend You Don't See Her,1997,0684810395,189080,7
1385,Pretend You Don't See Her,1997,0684810395,199030,8
1386,Pretend You Don't See Her,1997,0684810395,203799,8
1387,Pretend You Don't See Her,1997,0684810395,210500,5
1388,Pretend You Don't See Her,1997,0684810395,211288,10
1389,Pretend You Don't See Her,1997,0684810395,235384,8
1390,Pretend You Don't See Her,1997,0684810395,238773,9
1391,Pretend You Don't See Her,1997,0684810395,245814,9
1392,Pretend You Don't See Her,1997,0684810395,249989,7
1393,Pretend You Don't See Her,1997,0684810395,260944,8
1651,Little Altars Everywhere: A Novel,1996,0060976845,388,3
1653,Little Altars Everywhere: A Novel,1996,0060976845,1131,7
1654,Little Altars Everywhere: A Novel,1996,0060976845,6501,7
