,Book-Title,Year-Of-Publication,isbn,user_id,book_rating
509,Wild Animus,2004,0971880107,160681,6
513,Wild Animus,2004,0971880107,162311,5
518,Wild Animus,2004,0971880107,164775,5
523,Wild Animus,2004,0971880107,167800,3
524,Wild Animus,2004,0971880107,168047,1
538,Wild Animus,2004,0971880107,175254,3
545,Wild Animus,2004,0971880107,179791,2
557,Wild Animus,2004,0971880107,184424,7
561,Wild Animus,2004,0971880107,187145,6
562,Wild Animus,2004,0971880107,187256,7
567,Wild Animus,2004,0971880107,190885,5
574,Wild Animus,2004,0971880107,194636,1
584,Wild Animus,2004,0971880107,199178,3
598,Wild Animus,2004,0971880107,207391,5
601,Wild Animus,2004,0971880107,208668,3
603,Wild Animus,2004,0971880107,209486,6
606,Wild Animus,2004,0971880107,210317,6
621,Wild Animus,2004,0971880107,219949,3
622,Wild Animus,2004,0971880107,220688,3
626,Wild Animus,2004,0971880107,221903,2
633,Wild Animus,2004,0971880107,223438,1
634,Wild Animus,2004,0971880107,223566,3
635,Wild Animus,2004,0971880107,223608,2
639,Wild Animus,2004,0971880107,224809,3
646,Wild Animus,2004,0971880107,229329,2
663,Wild Animus,2004,0971880107,235506,4
669,Wild Animus,2004,0971880107,237064,8
670,Wild Animus,2004,0971880107,237264,2
671,Wild Animus,2004,0971880107,237271,5
679,Wild Animus,2004,0971880107,240224,5
690,Wild Animus,2004,0971880107,243491,1
692,Wild Animus,2004,0971880107,244484,3
708,Wild Animus,2004,0971880107,249862,1
709,Wild Animus,2004,0971880107,249989,4
711,Wild Animus,2004,0971880107,251422,1
715,Wild Animus,2004,0971880107,257028,3
722,Wild Animus,2004,0971880107,258938,1
724,Wild Animus,2004,0971880107,259118,3
727,Wild Animus,2004,0971880107,260897,2
728,Wild Animus,2004,0971880107,261015,5
757,Wild Animus,2004,0971880107,270658,5
759,Wild Animus,2004,0971880107,271448,2
764,Wild Animus,2004,0971880107,275401,1
1653,Little Altars Everywhere: A Novel,1996,0060976845,1131,7
1654,Little Altars Everywhere: A Novel,1996,0060976845,6501,7
1655,Little Altars Everywhere: A Novel,1996,0060976845,10314,9
1656,Little Altars Everywhere: A Novel,1996,0060976845,10447,8
1660,Little Altars Everywhere: A Novel,1996,0060976845,14422,9
1661,Little Altars Everywhere: A Novel,1996,0060976845,16795,7
1662,Little Altars Everywhere: A Novel,1996,0060976845,19664,8
1663,Little Altars Everywhere: A Novel,1996,0060976845,20180,8
1664,Little Altars Everywhere: A Novel,1996,0060976845,21870,7
1665,Little Altars Everywhere: A Novel,1996,0060976845,23128,7
1667,Little Altars Everywhere: A Novel,1996,0060976845,26598,9
1670,Little Altars Everywhere: A Novel,1996,0060976845,28016,5
1671,Little Altars Everywhere: A Novel,1996,0060976845,28177,5
1674,Little Altars Everywhere: A Novel,1996,0060976845,33319,9
1675,Little Altars Everywhere: A Novel,1996,0060976845,34752,6
1678,Little Altars Everywhere: A Novel,1996,0060976845,36760,8
1679,Little Altars Everywhere: A Novel,1996,0060976845,36817,6
1681,Little Altars Everywhere: A Novel,1996,0060976845,37790,8
1682,Little Altars Everywhere: A Novel,1996,0060976845,38273,5
1683,Little Altars Everywhere: A Novel,1996,0060976845,38995,10
1685,Little Altars Everywhere: A Novel,1996,0060976845,40914,7
1688,Little Altars Everywhere: A Novel,1996,0060976845,46197,9
1690,Little Altars Everywhere: A Novel,1996,0060976845,50612,8
1691,Little Altars Everywhere: A Novel,1996,0060976845,53241,9
1692,Little Altars Everywhere: A Novel,1996,0060976845,55927,7
1693,Little Altars Everywhere: A Novel,1996,0060976845,56391,8
1694,Little Altars Everywhere: A Novel,1996,0060976845,58389,7
1696,Little Altars Everywhere: A Novel,1996,0060976845,61854,2
1700,Little Altars Everywhere: A Novel,1996,0060976845,65653,8
1701,Little Altars Everywhere: A Novel,1996,0060976845,72100,5
1703,Little Altars Everywhere: A Novel,1996,0060976845,75081,10
1704,Little Altars Everywhere: A Novel,1996,0060976845,75591,7
1705,Little Altars Everywhere: A Novel,1996,0060976845,77181,8
1706,Little Altars Everywhere: A Novel,1996,0060976845,80036,6
1708,Little Altars Everywhere: A Novel,1996,0060976845,80538,7
1709,Little Altars Everywhere: A Novel,1996,0060976845,81318,8
1710,Little Altars Everywhere: A Novel,1996,0060976845,82901,8
1711,Little Altars Everywhere: A Novel,1996,0060976845,83671,9
1712,Little Altars Everywhere: A Novel,1996,0060976845,85757,6
1715,Little Altars Everywhere: A Novel,1996,0060976845,91342,7
1716,Little Altars Everywhere: A Novel,1996,0060976845,91832,5
1718,Little Altars Everywhere: A Novel,1996,0060976845,95359,7
1720,Little Altars Everywhere: A Novel,1996,0060976845,101606,6
1721,Little Altars Everywhere: A Novel,1996,0060976845,101876,8
1722,Little Altars Everywhere: A Novel,1996,0060976845,103336,5
1724,Little Altars Everywhere: A Novel,1996,0060976845,105979,8
1725,Little Altars Everywhere: A Novel,1996,0060976845,106007,8
1726,Little Altars Everywhere: A Novel,1996,0060976845,106114,7
1727,Little Altars Everywhere: A Novel,1996,0060976845,107301,10
1729,Little Altars Everywhere: A Novel,1996,0060976845,109574,10
1730,Little Altars Everywhere: A Novel,1996,0060976845,110165,8
1731,Little Altars Everywhere: A Novel,1996,0060976845,110912,8
1732,Little Altars Everywhere: A Novel,1996,0060976845,110973,9
1734,Little Altars Everywhere: A Novel,1996,0060976845,113618,10
1736,Little Altars Everywhere: A Novel,1996,0060976845,115224,6
1737,Little Altars Everywhere: A Novel,1996,0060976845,117251,8
1740,Little Altars Everywhere: A Novel,1996,0060976845,122429,8
1741,Little Altars Everywhere: A Novel,1996,0060976845,123468,9
1742,Little Altars Everywhere: A Novel,1996,0060976845,123515,5
1744,Little Altars Everywhere: A Novel,1996,0060976845,125287,9
1746,Little Altars Everywhere: A Novel,1996,0060976845,126395,6
1747,Little Altars Everywhere: A Novel,1996,0060976845,127233,8
1752,Little Altars Everywhere: A Novel,1996,0060976845,134005,9
1753,Little Altars Everywhere: A Novel,1996,0060976845,136104,8
1754,Little Altars Everywhere: A Novel,1996,0060976845,136561,10
1756,Little Altars Everywhere: A Novel,1996,0060976845,142680,7
1758,Little Altars Everywhere: A Novel,1996,0060976845,144516,5
1760,Little Altars Everywhere: A Novel,1996,0060976845,146932,10
1765,Little Altars Everywhere: A Novel,1996,0060976845,154730,8
1767,Little Altars Everywhere: A Novel,1996,0060976845,162639,9
1768,Little Altars Everywhere: A Novel,1996,0060976845,162755,3
1769,Little Altars Everywhere: A Novel,1996,0060976845,165183,10
1770,Little Altars Everywhere: A Novel,1996,0060976845,167471,9
1772,Little Altars Everywhere: A Novel,1996,0060976845,172512,10
1773,Little Altars Everywhere: A Novel,1996,0060976845,172742,10
1774,Little Altars Everywhere: A Novel,1996,0060976845,174072,7
1775,Little Altars Everywhere: A Novel,1996,0060976845,174914,9
1777,Little Altars Everywhere: A Novel,1996,0060976845,180042,8
1778,Little Altars Everywhere: A Novel,1996,0060976845,183101,3
1779,Little Altars Everywhere: A Novel,1996,0060976845,185468,10
1782,Little Altars Everywhere: A Novel,1996,0060976845,192244,7
1783,Little Altars Everywhere: A Novel,1996,0060976845,193676,10
1787,Little Altars Everywhere: A Novel,1996,0060976845,204864,6
1789,Little Altars Everywhere: A Novel,1996,0060976845,206534,8
1790,Little Altars Everywhere: A Novel,1996,0060976845,206567,8
1793,Little Altars Everywhere: A Novel,1996,0060976845,209516,9
1795,Little Altars Everywhere: A Novel,1996,0060976845,211344,7
1797,Little Altars Everywhere: A Novel,1996,0060976845,212923,5
1798,Little Altars Everywhere: A Novel,1996,0060976845,219924,6
1800,Little Altars Everywhere: A Novel,1996,0060976845,223154,8
1802,Little Altars Everywhere: A Novel,1996,0060976845,226267,7
1803,Little Altars Everywhere: A Novel,1996,0060976845,227681,6
1805,Little Altars Everywhere: A Novel,1996,0060976845,233312,9
1806,Little Altars Everywhere: A Novel,1996,0060976845,233856,10
1807,Little Altars Everywhere: A Novel,1996,0060976845,235935,8
1809,Little Altars Everywhere: A Novel,1996,0060976845,240219,10
1810,Little Altars Everywhere: A Novel,1996,0060976845,241367,8
1817,Little Altars Everywhere: A Novel,1996,0060976845,244494,10
1819,Little Altars Everywhere: A Novel,1996,0060976845,254201,9
1820,Little Altars Everywhere: A Novel,1996,0060976845,254299,8
1823,Little Altars Everywhere: A Novel,1996,0060976845,257804,7
1825,Little Altars Everywhere: A Novel,1996,0060976845,263460,2
1826,Little Altars Everywhere: A Novel,1996,0060976845,264031,10
1827,Little Altars Everywhere: A Novel,1996,0060976845,265115,7
1828,Little Altars Everywhere: A Novel,1996,0060976845,266697,9
1830,Little Altars Everywhere: A Novel,1996,0060976845,270605,6
1832,Little Altars Everywhere: A Novel,1996,0060976845,274393,7
1833,Little Altars Everywhere: A Novel,1996,0060976845,275638,6
1834,Little Altars Everywhere: A Novel,1996,0060976845,276231,8
2601,Roses Are Red (Alex Cross Novels),2001,0446605484,277042,7
2603,Roses Are Red (Alex Cross Novels),2001,0446605484,6543,10
2604,Roses Are Red (Alex Cross Novels),2001,0446605484,7158,8
2608,Roses Are Red (Alex Cross Novels),2001,0446605484,30972,9
2610,Roses Are Red (Alex Cross Novels),2001,0446605484,32802,7
2615,Roses Are Red (Alex Cross Novels),2001,0446605484,46909,8
2618,Roses Are Red (Alex Cross Novels),2001,0446605484,53220,10
2619,Roses Are Red (Alex Cross Novels),2001,0446605484,55490,10
2628,Roses Are Red (Alex Cross Novels),2001,0446605484,78973,8
2629,Roses Are Red (Alex Cross Novels),2001,0446605484,82391,7
2631,Roses Are Red (Alex Cross Novels),2001,0446605484,93453,8
2632,Roses Are Red (Alex Cross Novels),2001,0446605484,95359,7
2633,Roses Are Red (Alex Cross Novels),2001,0446605484,105937,8
2635,Roses Are Red (Alex Cross Novels),2001,0446605484,109349,7
2637,Roses Are Red (Alex Cross Novels),2001,0446605484,125519,8
2639,Roses Are Red (Alex Cross Novels),2001,0446605484,132375,10
2640,Roses Are Red (Alex Cross Novels),2001,0446605484,133706,8
2641,Roses Are Red (Alex Cross Novels),2001,0446605484,135736,9
2645,Roses Are Red (Alex Cross Novels),2001,0446605484,142584,9
2654,Roses Are Red (Alex Cross Novels),2001,0446605484,192245,9
2657,Roses Are Red (Alex Cross Novels),2001,0446605484,199016,10
2659,Roses Are Red (Alex Cross Novels),2001,0446605484,204864,8
2662,Roses Are Red (Alex Cross Novels),2001,0446605484,207782,8
2663,Roses Are Red (Alex Cross Novels),2001,0446605484,208406,9
2666,Roses Are Red (Alex Cross Novels),2001,0446605484,221445,8
2667,Roses Are Red (Alex Cross Novels),2001,0446605484,221732,7
2668,Roses Are Red (Alex Cross Novels),2001,0446605484,222035,5
2669,Roses Are Red (Alex Cross Novels),2001,0446605484,225087,10
2670,Roses Are Red (Alex Cross Novels),2001,0446605484,232945,8
2671,Roses Are Red (Alex Cross Novels),2001,0446605484,234165,9
2673,Roses Are Red (Alex Cross Novels),2001,0446605484,240567,9
2674,Roses Are Red (Alex Cross Novels),2001,0446605484,245568,8
2675,Roses Are Red (Alex Cross Novels),2001,0446605484,250407,6
2677,Roses Are Red (Alex Cross Novels),2001,0446605484,256843,10
2679,Roses Are Red (Alex Cross Novels),2001,0446605484,258534,8
2684,Roses Are Red (Alex Cross Novels),2001,0446605484,261829,8
2685,Roses Are Red (Alex Cross Novels),2001,0446605484,263877,7
2778,Girl with a Pearl Earring,2001,0452282152,277901,8
2780,Girl with a Pearl Earring,2001,0452282152,805,8
2781,Girl with a Pearl Earring,2001,0452282152,1261,7
2783,Girl with a Pearl Earring,2001,0452282152,2977,7
2784,Girl with a Pearl Earring,2001,0452282152,4795,9
2786,Girl with a Pearl Earring,2001,0452282152,6575,6
2787,Girl with a Pearl Earring,2001,0452282152,7915,9
2788,Girl with a Pearl Earring,2001,0452282152,8245,10
2789,Girl with a Pearl Earring,2001,0452282152,10199,10
2790,Girl with a Pearl Earring,2001,0452282152,10447,7
2793,Girl with a Pearl Earring,2001,0452282152,17183,6
2794,Girl with a Pearl Earring,2001,0452282152,19573,9
2797,Girl with a Pearl Earring,2001,0452282152,21014,8
2799,Girl with a Pearl Earring,2001,0452282152,22521,9
2801,Girl with a Pearl Earring,2001,0452282152,26544,10
2803,Girl with a Pearl Earring,2001,0452282152,29209,10
2804,Girl with a Pearl Earring,2001,0452282152,29259,9
2806,Girl with a Pearl Earring,2001,0452282152,30316,7
2807,Girl with a Pearl Earring,2001,0452282152,30471,6
2808,Girl with a Pearl Earring,2001,0452282152,30511,7
2809,Girl with a Pearl Earring,2001,0452282152,31556,8
2811,Girl with a Pearl Earring,2001,0452282152,32440,9
2815,Girl with a Pearl Earring,2001,0452282152,37712,8
2824,Girl with a Pearl Earring,2001,0452282152,46398,6
2828,Girl with a Pearl Earring,2001,0452282152,51526,10
2831,Girl with a Pearl Earring,2001,0452282152,53456,8
2832,Girl with a Pearl Earring,2001,0452282152,55492,8
2838,Girl with a Pearl Earring,2001,0452282152,62558,6
2841,Girl with a Pearl Earring,2001,0452282152,63389,5
2847,Girl with a Pearl Earring,2001,0452282152,73056,7
2848,Girl with a Pearl Earring,2001,0452282152,75149,10
2849,Girl with a Pearl Earring,2001,0452282152,76482,5
2850,Girl with a Pearl Earring,2001,0452282152,77809,7
2852,Girl with a Pearl Earring,2001,0452282152,78846,9
2853,Girl with a Pearl Earring,2001,0452282152,80516,9
2854,Girl with a Pearl Earring,2001,0452282152,80538,8
2861,Girl with a Pearl Earring,2001,0452282152,85526,7
2862,Girl with a Pearl Earring,2001,0452282152,86202,9
2863,Girl with a Pearl Earring,2001,0452282152,88693,8
2868,Girl with a Pearl Earring,2001,0452282152,93241,8
2869,Girl with a Pearl Earring,2001,0452282152,93453,9
2870,Girl with a Pearl Earring,2001,0452282152,94494,7
2873,Girl with a Pearl Earring,2001,0452282152,95921,8
2878,Girl with a Pearl Earring,2001,0452282152,103336,8
2881,Girl with a Pearl Earring,2001,0452282152,106225,10
2883,Girl with a Pearl Earring,2001,0452282152,109135,8
2886,Girl with a Pearl Earring,2001,0452282152,110973,6
2887,Girl with a Pearl Earring,2001,0452282152,112093,5
2889,Girl with a Pearl Earring,2001,0452282152,113519,10
2892,Girl with a Pearl Earring,2001,0452282152,114988,7
2897,Girl with a Pearl Earring,2001,0452282152,120908,8
2898,Girl with a Pearl Earring,2001,0452282152,121170,8
2899,Girl with a Pearl Earring,2001,0452282152,121817,9
2901,Girl with a Pearl Earring,2001,0452282152,125256,8
2904,Girl with a Pearl Earring,2001,0452282152,126693,9
2909,Girl with a Pearl Earring,2001,0452282152,129883,6
2911,Girl with a Pearl Earring,2001,0452282152,132171,8
2912,Girl with a Pearl Earring,2001,0452282152,132930,9
2913,Girl with a Pearl Earring,2001,0452282152,134005,10
2914,Girl with a Pearl Earring,2001,0452282152,135149,9
2915,Girl with a Pearl Earring,2001,0452282152,135411,8
2916,Girl with a Pearl Earring,2001,0452282152,136491,10
2917,Girl with a Pearl Earring,2001,0452282152,138379,9
2918,Girl with a Pearl Earring,2001,0452282152,139913,4
2919,Girl with a Pearl Earring,2001,0452282152,140879,8
2921,Girl with a Pearl Earring,2001,0452282152,142256,9
2923,Girl with a Pearl Earring,2001,0452282152,144255,7
2925,Girl with a Pearl Earring,2001,0452282152,144555,10
2927,Girl with a Pearl Earring,2001,0452282152,144799,8
2930,Girl with a Pearl Earring,2001,0452282152,146855,9
2931,Girl with a Pearl Earring,2001,0452282152,147045,9
2933,Girl with a Pearl Earring,2001,0452282152,147947,7
2936,Girl with a Pearl Earring,2001,0452282152,150979,9
2938,Girl with a Pearl Earring,2001,0452282152,152942,8
2939,Girl with a Pearl Earring,2001,0452282152,152946,8
2940,Girl with a Pearl Earring,2001,0452282152,153079,10
2941,Girl with a Pearl Earring,2001,0452282152,154345,6
2942,Girl with a Pearl Earring,2001,0452282152,154487,7
2948,Girl with a Pearl Earring,2001,0452282152,161936,9
2952,Girl with a Pearl Earring,2001,0452282152,164581,10
2953,Girl with a Pearl Earring,2001,0452282152,164584,7
2954,Girl with a Pearl Earring,2001,0452282152,165319,6
2957,Girl with a Pearl Earring,2001,0452282152,168954,9
2959,Girl with a Pearl Earring,2001,0452282152,170493,7
2962,Girl with a Pearl Earring,2001,0452282152,174596,8
2963,Girl with a Pearl Earring,2001,0452282152,176459,6
2965,Girl with a Pearl Earring,2001,0452282152,178201,9
2968,Girl with a Pearl Earring,2001,0452282152,181223,7
2969,Girl with a Pearl Earring,2001,0452282152,182334,6
2970,Girl with a Pearl Earring,2001,0452282152,182459,10
2973,Girl with a Pearl Earring,2001,0452282152,188010,8
2974,Girl with a Pearl Earring,2001,0452282152,188659,8
2978,Girl with a Pearl Earring,2001,0452282152,194600,7
2979,Girl with a Pearl Earring,2001,0452282152,194606,9
2980,Girl with a Pearl Earring,2001,0452282152,196077,8
2986,Girl with a Pearl Earring,2001,0452282152,200557,9
2987,Girl with a Pearl Earring,2001,0452282152,201036,9
2988,Girl with a Pearl Earring,2001,0452282152,201677,9
2989,Girl with a Pearl Earring,2001,0452282152,201725,9
2993,Girl with a Pearl Earring,2001,0452282152,205980,9
2994,Girl with a Pearl Earring,2001,0452282152,206305,10
2995,Girl with a Pearl Earring,2001,0452282152,206944,8
2996,Girl with a Pearl Earring,2001,0452282152,207339,8
2997,Girl with a Pearl Earring,2001,0452282152,207782,8
2998,Girl with a Pearl Earring,2001,0452282152,211426,7
3000,Girl with a Pearl Earring,2001,0452282152,215421,7
3001,Girl with a Pearl Earring,2001,0452282152,216435,5
3002,Girl with a Pearl Earring,2001,0452282152,216670,9
3003,Girl with a Pearl Earring,2001,0452282152,217740,8
3007,Girl with a Pearl Earring,2001,0452282152,219949,9
3009,Girl with a Pearl Earring,2001,0452282152,220688,10
3010,Girl with a Pearl Earring,2001,0452282152,224349,9
3011,Girl with a Pearl Earring,2001,0452282152,226491,7
3012,Girl with a Pearl Earring,2001,0452282152,228311,7
3014,Girl with a Pearl Earring,2001,0452282152,229313,7
3015,Girl with a Pearl Earring,2001,0452282152,231635,8
3019,Girl with a Pearl Earring,2001,0452282152,236757,9
3020,Girl with a Pearl Earring,2001,0452282152,238613,9
3022,Girl with a Pearl Earring,2001,0452282152,240567,4
3025,Girl with a Pearl Earring,2001,0452282152,244420,8
3027,Girl with a Pearl Earring,2001,0452282152,245203,5
3029,Girl with a Pearl Earring,2001,0452282152,246959,10
3030,Girl with a Pearl Earring,2001,0452282152,247166,6
3032,Girl with a Pearl Earring,2001,0452282152,247240,6
3035,Girl with a Pearl Earring,2001,0452282152,251422,7
3036,Girl with a Pearl Earring,2001,0452282152,251844,8
3037,Girl with a Pearl Earring,2001,0452282152,256247,10
3040,Girl with a Pearl Earring,2001,0452282152,258482,9
3043,Girl with a Pearl Earring,2001,0452282152,266056,9
3044,Girl with a Pearl Earring,2001,0452282152,266283,9
3047,Girl with a Pearl Earring,2001,0452282152,268025,5
3048,Girl with a Pearl Earring,2001,0452282152,270713,8
3049,Girl with a Pearl Earring,2001,0452282152,270801,9
3050,Girl with a Pearl Earring,2001,0452282152,270820,9
3052,Girl with a Pearl Earring,2001,0452282152,273086,9
3161,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,243,5
3162,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,244,6
3163,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,1435,10
3166,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,7158,7
3167,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,7346,7
3170,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,10447,6
3171,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,11224,8
3172,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,11676,7
3174,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,13973,2
3175,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,14422,7
3176,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,16718,9
3180,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,29259,10
3182,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,36327,10
3183,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,37950,6
3186,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,40889,10
3187,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,41103,7
3190,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,48494,10
3194,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,64137,8
3195,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,64241,8
3200,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,81682,5
3201,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,82901,9
3204,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,87964,5
3205,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,91342,10
3206,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,94853,9
3209,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,99298,10
3210,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,102571,5
3212,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,110019,2
3215,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,113519,9
3216,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,113983,5
3217,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,118677,10
3219,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,125519,10
3222,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,151370,8
3223,Chicken Soup for the Soul (Chicken Soup for the Soul),1993,155874262X,151589,5
